x,y,area
501.7142857142857,228.59183673469389,49
623.0,226.0,21
6.666666666666667,233.66666666666666,63
37.0,235.01680672268907,119
135.0,228.0,21
282.0,230.0,31
478.0,230.5,38
607.5,230.5,42
69.0,230.0,21
82.925,232.275,40
168.0,231.0,21
201.0,231.0,21
240.0,231.0,21
373.38028169014086,233.04225352112675,71
425.5,232.5,42
582.0,230.5,26
627.0,231.0,35
15.0,233.0,21
145.95348837209303,234.3953488372093,43
341.5,234.5,42
362.0,232.0,21
414.0,233.0,21
446.0,233.05,40
534.5625,234.41666666666666,48
548.0,232.0,21
618.0,233.0,21
23.5,237.5,42
190.0,234.0,21
246.0,235.0,21
299.0,235.0,21
487.3015873015873,235.38095238095238,63
563.0,235.0,21
576.0,235.0,21
61.38461538461539,239.98076923076923,52
158.0,237.0,21
229.91489361702128,237.9787234042553,47
255.0,238.4915254237288,59
272.0,237.0,21
287.0,237.0,21
311.264,243.536,125
354.0,237.0,21
406.0,237.0,21
611.0,237.0,21
90.0,239.0,21
164.24590163934425,242.59016393442624,61
439.0,239.0,21
590.0,238.0,21
629.0,239.0,21
72.33333333333333,241.7017543859649,57
99.60655737704919,242.34426229508196,61
129.64,242.576,125
170.0,241.0,21
264.5,243.5,42
389.0,240.0,21
8.0,243.0,21
179.0,243.0,21
241.0,242.0,21
294.0,243.0,21
44.5,247.0,40
227.33333333333334,247.55555555555554,54
218.0,246.0,21
551.0,247.0,21
271.0,248.0,21
286.0,248.0,21
331.55102040816325,251.6326530612245,49
157.3709677419355,253.9516129032258,62
595.0,251.0,21
8.0,252.0,21
15.0,253.0,21
27.0,254.5,38
62.0,255.0,41
80.91891891891892,253.86486486486487,37
176.0,252.0,21
196.05882352941177,254.2941176470588,51
210.0,253.0,21
295.70666666666665,258.53333333333336,75
44.0,255.92857142857142,42
122.98113207547169,255.88679245283018,53
187.0,255.5,40
279.51162790697674,254.97674418604652,43
324.0,254.0,21
348.5,255.0,38
36.0,256.0,21
71.0,256.0,21
89.0,257.0,21
94.5,259.5,42
216.5,258.0,40
243.0,257.0,21
309.8783783783784,265.1756756756757,148
359.5,258.5,36
233.0810810810811,259.6081081081081,74
3.6862745098039214,263.2156862745098,51
267.0,261.0,21
278.5,261.5,40
344.0232558139535,262.51162790697674,43
46.0,262.0,21
116.0,263.0,21
133.9142857142857,263.57142857142856,35
141.0,262.0,21
165.0,262.0,21
192.0,262.0,21
252.0,262.0,21
259.0,263.0,21
325.0,263.0,21
352.0,262.0,21
12.0,265.0,21
109.0,265.0,21
59.0,266.0,21
69.0,269.0,42
184.0,266.0,21
207.56410256410257,270.15384615384613,78
227.0,267.0,21
287.0,267.0,21
371.0,267.0,21
465.0,266.0,21
44.0,268.0,21
78.5,268.5,28
246.48837209302326,269.48837209302326,43
337.0,269.0,21
353.0,269.0,21
593.0,269.0,21
21.0,270.0,21
101.0,270.0,21
256.0,273.8135593220339,59
4.0,272.0,21
53.0,272.0,21
92.0,273.0,21
146.9811320754717,274.8867924528302,53
160.0,273.0,21
184.21,278.25,100
265.0,274.5,36
360.23308270676694,279.3233082706767,133
375.5,274.5,36
38.0,275.0,35
80.0,275.0,21
172.0,274.0,21
216.0,275.0,21
229.26470588235293,276.9264705882353,68
274.5,276.5,36
318.5,276.5,42
329.0,275.0,41
612.0,275.0,21
17.0,276.0,21
31.0,276.0,21
241.0,277.0,21
344.0,277.0,21
521.0,277.17391304347825,23
102.22368421052632,281.0394736842105,76
286.0,278.0,21
293.0,279.5,26
389.65,280.7,60
399.0,278.0,21
135.5,282.0,42
164.0,281.0,21
170.0,281.0,21
302.0,280.0,21
339.0,281.0,21
26.15068493150685,287.71232876712327,73
39.0,283.0,21
58.5,283.0,42
149.5,284.5,36
209.74324324324326,285.56756756756755,74
247.0,282.0,21
408.6140350877193,285.94736842105266,57
273.0,285.0,21
397.0,285.0,21
422.48837209302326,286.51162790697674,43
77.0,287.0,21
143.0,287.0,21
168.0,287.0,21
243.0,287.0,21
4.0,289.0,21
84.0,289.0,21
91.0,288.0,21
110.3157894736842,293.10526315789474,57
229.5,288.0,26
330.0,288.0,21
369.0,288.0,21
434.0,288.0,21
55.0,290.0,21
66.54285714285714,295.5809523809524,105
133.5,291.0,26
182.4264705882353,298.9485294117647,136
191.0,291.0,21
253.0,290.0,25
272.5,291.5,36
346.0,290.0,21
375.0,291.0,21
386.0,294.5769230769231,52
393.0,291.5,26
14.0,292.0,21
415.5,294.5,36
515.0,292.0,21
24.316666666666666,297.3666666666667,60
162.0,295.0,21
238.12727272727273,295.6181818181818,55
308.5,295.0,42
494.0,294.0,21
552.0,294.0,21
10.017241379310345,297.2931034482759,58
92.5,297.5,36
100.0,296.0,21
123.5,297.0,36
138.0,297.0,21
294.0,296.0,21
424.0,297.0,21
634.0,296.0,21
44.0,300.0,41
156.27884615384616,306.375,104
209.5,299.0,36
322.0,298.0,21
347.0,298.0,21
449.43548387096774,300.03225806451616,62
51.0,300.0,21
163.5,302.5,36
220.5,301.0,36
277.77777777777777,300.84444444444443,45
305.3018867924528,303.9056603773585,53
364.0,301.0,21
31.0,303.0,21
106.48837209302326,303.5348837209302,43
120.5,302.5,42
130.34146341463415,304.3170731707317,41
251.0,302.0,21
258.90909090909093,305.9818181818182,55
293.0,302.0,21
352.90909090909093,301.90909090909093,22
372.5,304.0,40
381.0,304.0,41
413.0,304.5,42
57.0,304.0,21
243.0,305.0,41
321.5,305.5,42
331.0,304.0,21
398.531914893617,306.0425531914894,47
69.64285714285714,307.76190476190476,42
231.0,306.0,21
285.0,307.5,26
465.5,306.5,36
33.0,309.0,21
118.70270270270271,312.6621621621622,74
147.95833333333334,311.2708333333333,48
204.0,311.2077922077922,77
357.0,309.5,38
459.5,310.5,42
494.0,309.0,21
219.0,311.0,21
431.5,313.5,42
46.0,313.0,21
56.51190476190476,318.5595238095238,84
134.5625,314.4166666666667,48
181.32876712328766,316.06849315068496,73
235.43636363636364,314.3636363636364,55
250.5,314.5,36
267.0,313.0,21
13.0,314.5,26
29.0,314.0,21
104.0,314.0,21
295.0,314.0,21
323.0,315.0,21
331.5,316.0,32
417.0,315.0,21
22.804123711340207,318.87628865979383,97
113.0,317.0,21
274.0,317.0,21
283.0,317.0,21
483.0,316.0,21
195.5,319.0,36
215.0,318.0,21
398.0,321.5,42
409.0,319.0,21
448.0,318.0,21
457.5394736842105,320.9342105263158,76
533.0,318.0,21
178.0,321.0,21
228.0,320.0,21
351.0,321.0,21
363.0,321.0,21
386.3125,323.921875,64
67.1025641025641,327.14102564102564,78
85.0,323.0,21
93.62222222222222,325.1777777777778,45
144.8846153846154,326.56410256410254,78
247.0,323.0,21
288.0,323.0,21
325.6136363636364,324.9318181818182,88
374.5769230769231,323.21153846153845,52
420.0,322.0,21
468.0,322.0,21
586.0,322.0,21
4.912280701754386,326.94736842105266,57
34.78,326.4,50
197.5,326.0,42
213.0,324.0,21
262.0,325.0,21
441.0,324.0,21
478.5833333333333,325.5625,48
597.0,325.0,21
17.839506172839506,329.12345679012344,81
165.0,326.0,21
271.0,327.0,21
281.0,327.0,21
302.0,327.0,21
354.0,327.0,21
415.0,326.0,21
498.0,327.0,21
41.0,329.0,21
86.0,332.0,55
173.0,328.0,21
223.0,328.0,21
252.0,328.0,21
292.0,328.0,21
428.0,328.0,21
448.5,330.0,40
488.0181818181818,330.1272727272727,55
541.0,329.0,21
188.0,331.0,21
345.6666666666667,333.0,63
419.0,331.0,21
503.05454545454546,333.96363636363634,55
51.0,333.0,21
72.0,333.0,21
110.0,332.0,21
118.5,334.5,42
229.5,334.5,42
309.0,332.0,21
375.0,333.0,21
512.0,332.0,21
526.2692307692307,335.43589743589746,78
101.75,336.43333333333334,60
199.0,334.0,21
246.33333333333334,338.6666666666667,63
366.0,335.0,21
401.0,334.0,21
192.0,337.5,38
429.0,337.0,21
472.5,337.0,38
482.0,337.0,21
50.0,339.0,21
74.0,339.0,21
180.5607476635514,344.0373831775701,107
216.0,338.0,21
257.5,338.0,26
290.0,339.0,21
315.4431818181818,341.29545454545456,88
338.0,339.0,21
392.7586206896552,339.98275862068965,58
420.73493975903614,345.2048192771084,83
463.81481481481484,340.7037037037037,54
513.0,339.0,21
95.0,341.0,21
138.0,341.0,21
145.0,341.0,31
151.0,341.0,21
201.0,340.0,21
265.0,341.0,21
362.0,340.0,21
411.0,340.0,31
448.0,341.0,35
492.0,340.0,21
6.0,343.0,21
15.0,342.5609756097561,41
33.57142857142857,346.24675324675326,77
47.0,344.0,41
58.0,342.0,21
114.01333333333334,346.29333333333335,75
163.0,343.0,21
210.8846153846154,345.11538461538464,52
355.0,342.0,21
372.0,343.0,21
437.0,342.0,21
592.5,343.0,32
130.0,346.0,35
347.0,344.0,21
485.8076923076923,347.5769230769231,52
77.0,347.0,21
172.0,345.82608695652175,23
291.0,347.5,34
328.0,346.0,21
398.05479452054794,354.95205479452056,146
544.0,347.0,21
334.0,348.0,21
362.55172413793105,348.41379310344826,29
371.725,354.1,80
508.0,348.0,21
550.0,348.0,21
9.10752688172043,356.63440860215053,93
22.30263157894737,356.17105263157896,76
44.0,350.0,21
93.37096774193549,351.3225806451613,62
154.29090909090908,354.56363636363636,55
202.0,350.0,21
269.0,350.0,21
277.0,350.0,21
284.0,350.0,21
349.0,350.0,21
435.0,350.0,21
458.0,351.9259259259259,54
70.0,353.0,21
106.0,353.0,21
143.0,352.0,21
164.48837209302326,353.9767441860465,43
174.0,355.0,41
473.0,353.0,21
479.0,353.0,21
534.0,353.0,21
56.0,355.0,21
80.0,354.0,21
134.0,354.0,21
191.0,355.0,21
258.0,355.5,26
509.0,354.0,21
540.0,354.0,21
555.0,354.0,21
44.0,357.0,21
202.0,356.0,21
235.0,357.0,21
524.6415094339623,360.25471698113205,106
74.0,359.5,36
221.93617021276594,360.21276595744683,47
343.0,359.0,21
354.70238095238096,361.76190476190476,84
381.0,359.0,21
464.0,358.0,21
478.0,359.0,21
496.3727272727273,364.59090909090907,110
536.6612903225806,360.98387096774195,62
560.0,359.0,21
574.0,358.5,40
584.0,358.0,21
264.0,361.0,21
280.0,361.0,21
311.0,362.0,41
423.86301369863014,364.6575342465753,73
441.5,360.5,36
453.58620689655174,360.55172413793105,29
41.0,363.0,21
139.5,365.0,40
165.79746835443038,364.8354430379747,79
202.0,363.0,41
212.0,362.0,21
297.2962962962963,366.0,54
29.0,365.0,21
128.0,365.0,21
146.0,365.0,21
554.7931034482758,366.8103448275862,58
566.8888888888889,366.6666666666667,63
584.0,365.0,21
590.0,365.0,21
45.0,368.0,35
95.0,367.0,21
180.73684210526315,368.1578947368421,57
272.0,367.0,21
284.0,367.0,41
335.0,367.5,40
370.31481481481484,368.55555555555554,54
388.0,367.0,21
511.1914893617021,367.93617021276594,47
121.41935483870968,371.35483870967744,62
158.0,369.5,38
226.0,368.0,21
254.0,369.0,21
306.0,368.0,21
405.327868852459,372.40983606557376,61
599.5,369.5892857142857,56
26.3125,371.2708333333333,48
56.61904761904762,372.0238095238095,42
101.0,372.0,31
191.0,370.0,21
397.0,371.0,21
415.0,370.0,21
538.2075471698113,372.2830188679245,53
70.0,372.0,21
148.0,373.0,21
347.0,372.0,21
383.4259259259259,373.9074074074074,54
432.0,372.0,21
440.09090909090907,372.90909090909093,22
451.41509433962267,374.6792452830189,53
590.0,373.0,21
38.51162790697674,376.0232558139535,43
111.5,376.5,42
314.0,375.0,21
323.0,374.0,21
357.5,376.5,36
375.0,375.0,21
482.97727272727275,376.75,88
518.0,374.0,21
610.0,375.0,21
87.0,376.0,21
335.0,378.5,38
472.0,377.0,21
582.5,378.5,36
625.0,377.5,32
6.507462686567164,378.25373134328356,67
76.9423076923077,381.4230769230769,52
195.5,380.5,36
215.5,379.5,36
390.5,380.0,42
464.6279069767442,382.3953488372093,86
46.0,381.0,21
159.0,382.0,43
252.5,383.0,42
292.0,383.5,44
350.0,380.0,21
418.0,381.0,21
503.64406779661016,381.91525423728814,59
512.3505154639175,387.9587628865979,97
534.0,381.0,21
549.9090909090909,379.90909090909093,22
573.8139534883721,382.04651162790697,43
61.891304347826086,385.5,46
93.0,383.0,21
371.09016393442624,388.4836065573771,122
436.0,382.0,21
542.0,382.0,21
566.0,383.0,21
609.5608108108108,389.75,148
20.0,385.0,21
38.5,385.0,26
121.0,385.0,21
140.0,385.0,21
226.28301886792454,386.9433962264151,53
233.0,384.0,21
591.0,384.0,21
127.0,386.0,21
153.39655172413794,391.62931034482756,116
258.6909090909091,389.05454545454546,55
308.0,387.0,21
533.5,389.0,40
634.734693877551,387.57142857142856,49
9.0,389.0,21
88.0,389.0,21
100.046875,391.671875,64
178.40217391304347,390.4673913043478,92
200.0,388.0,21
404.5,391.5,42
558.8444444444444,391.0444444444444,45
24.0,391.0,21
245.0,391.0,21
268.0,390.0,21
316.8181818181818,394.25757575757575,66
413.0,391.0,21
452.6885245901639,394.37704918032784,61
492.0,390.0,21
572.0,392.0,41
578.0,390.0,21
32.955555555555556,394.3333333333333,45
50.0,393.0,21
126.5,394.0,42
330.0,395.5,42
352.24,396.04,75
392.85897435897436,398.65384615384613,78
441.5,393.5,36
477.95,394.0,40
592.0,395.4230769230769,52
86.08108108108108,396.0810810810811,37
111.0,395.0,21
207.5581395348837,396.48837209302326,43
471.0,394.0,21
13.0,397.0,21
170.0,396.0,21
240.44827586206895,396.41379310344826,29
289.49333333333334,398.94666666666666,75
399.0,396.0,21
432.0,395.82608695652175,23
586.0,397.0,21
626.0,399.0,42
134.0,399.0,21
218.0,398.0,21
231.0,398.0,21
274.0,399.0,21
411.5,400.0,38
487.0,399.0,21
505.8,400.9,70
0.8461538461538461,400.0,13
21.473684210526315,401.64912280701753,57
37.0,400.0,21
70.78260869565217,404.64130434782606,92
149.0,401.0,21
200.0,400.0,21
370.0,400.0,21
529.1864406779661,401.35593220338984,59
539.0,401.0,21
561.0,400.0,21
570.2028985507246,403.2173913043478,69
636.0,400.0,21
46.0,402.0,21
54.0,403.0,21
123.0,403.0,41
188.08196721311475,402.9016393442623,61
242.0,403.0,21
455.0,403.0,21
471.5,404.0,42
619.1090909090909,405.23636363636365,55
164.0,404.0,21
229.0,404.0,21
235.0,404.0,21
314.45098039215685,406.19607843137254,51
434.0,404.0,21
494.0,404.0,21
102.0,406.0,21
173.0,406.0,21
180.0,406.0,21
214.48648648648648,406.43243243243245,37
410.010989010989,409.54945054945057,91
89.0,408.0,21
109.5,410.0,32
118.5,409.5,36
277.0,409.0,21
368.70212765957444,410.1063829787234,47
379.0,408.0,21
486.0,410.5,36
556.0,408.0,21
607.0,409.0,21
80.0,411.0,21
147.0,410.0,21
155.0,410.5,26
166.78021978021977,415.04395604395603,91
256.89473684210526,412.7894736842105,57
270.0,411.0,21
342.09859154929575,413.4366197183099,71
389.0,410.0,21
479.2916666666667,410.0,24
519.0,410.0,21
535.0,411.0,21
594.0,410.0,21
633.327868852459,415.0,61
29.0,413.0,21
47.34065934065934,418.3956043956044,91
291.82894736842104,417.86842105263156,76
307.0,415.0,63
323.0,412.0,21
356.42424242424244,413.030303030303,33
430.0,412.0,21
438.90909090909093,413.09090909090907,22
560.0,413.5,40
580.0,412.0,21
600.5,413.0,32
17.094736842105263,417.33684210526314,95
64.51851851851852,418.4074074074074,54
225.0,415.0,21
243.0,415.0,21
461.0,414.0,21
506.34615384615387,418.46153846153845,78
619.0,416.0,41
36.0,418.5,42
102.5,419.0,42
113.5,417.5,42
392.1551724137931,417.36206896551727,58
517.0,416.0,21
540.0,416.0,21
143.0,419.0,31
178.5,418.5,28
198.53,423.49,100
222.0,421.0,42
234.0,419.0,21
249.0,421.5,42
367.90909090909093,418.90909090909093,22
473.0,418.0,21
627.0,419.0,21
73.5,420.0,26
255.0,420.0,21
322.0,421.0,31
406.7564102564103,424.06410256410254,78
495.0,421.0,21
598.0,420.0,21
604.0106382978723,426.72340425531917,94
81.3041474654378,432.2165898617512,217
381.6666666666667,425.6,75
434.0,423.5,32
445.0,422.0,21
487.3333333333333,426.3333333333333,63
559.1558441558442,424.64935064935065,77
147.01136363636363,431.04545454545456,88
210.66666666666666,428.8854166666667,96
271.94117647058823,426.7450980392157,51
281.0,424.0,21
335.0,425.0,21
353.8727272727273,425.6545454545454,55
424.1470588235294,428.38235294117646,68
471.3448275862069,428.36206896551727,116
2.3214285714285716,426.0,28
30.0,427.0,21
342.0,429.0,41
367.030303030303,427.57575757575756,33
455.0,426.0,21
35.5,430.0,42
109.0,429.0,21
117.25619834710744,434.1404958677686,121
167.0,429.0,21
259.0,429.0,21
314.0,428.0,21
395.0,430.0,41
537.0,428.0,21
569.0,428.0,21
590.0,429.0,21
622.0,428.0,21
57.0,430.0,21
101.5,432.5,40
139.0,430.0,21
245.71641791044777,435.34328358208955,67
286.0,430.0,21
293.7391304347826,434.6666666666667,69
500.0,431.0,21
521.0,430.0,21
26.0,433.0,21
181.9787234042553,434.97872340425533,47
515.0,433.0,21
547.0,432.0,21
48.5,435.5,36
226.6,438.92,75
454.0,435.0,21
540.5,436.0,38
623.0,434.0,21
61.0,437.0,21
167.9090909090909,436.90909090909093,22
302.3333333333333,442.0,63
327.0,437.0,21
364.671875,439.671875,64
508.0,436.0,21
559.0,437.0,35
586.5,436.5,42
193.0,440.0,41
205.0,438.0,21
320.0,438.0,21
335.9491525423729,440.5593220338983,59
402.5833333333333,439.4375,48
424.0,439.0,21
487.0,439.0,21
526.5,440.5,42
577.0,440.0,41
602.9382716049382,443.6666666666667,81
11.0,440.0,21
30.0,440.0,21
255.0,441.0,21
277.0740740740741,443.0,54
413.5609756097561,441.9024390243902,41
465.17391304347825,440.0,23
19.0,442.0,21
72.78082191780823,447.28767123287673,73
152.0,442.0,21
179.0,442.0,21
286.0,443.0,21
428.3536585365854,446.1219512195122,82
473.0,442.0,21
494.5,443.5,36
613.4897959183673,444.59183673469386,49
637.6666666666666,442.0,18
45.773809523809526,446.6904761904762,84
93.21428571428571,446.92857142857144,56
118.31481481481481,447.1666666666667,54
204.0,446.5,38
213.0,445.0,21
308.0,444.0,21
324.5,446.5,36
388.84444444444443,444.64444444444445,45
460.0,444.0,21
503.0,445.0,21
559.0,444.0,21
594.0,445.0,21
23.5,449.0,40
85.0,447.5,26
143.68309859154928,451.90845070422534,142
167.864406779661,447.6779661016949,59
482.0,447.0,21
552.0,447.0,21
155.0,448.0,21
184.09302325581396,451.06976744186045,43
367.0,449.0,21
398.0,448.0,21
409.0,449.0,21
439.0,449.5,32
456.1617647058824,450.04411764705884,68
527.0,449.0,21
36.0,450.0,21
61.0,450.0,21
247.0,450.0,21
263.0,450.0,21
342.5,451.5,38
416.0,451.0,21
495.0,451.0,21
599.0,450.0,21
5.219178082191781,453.6849315068493,73
16.5,454.0,34
105.08,455.2,75
232.56756756756758,455.2072072072072,111
253.0,453.0,21
293.9120879120879,455.7912087912088,91
319.0,453.0,21
354.5,453.5,42
539.0,452.0,21
545.0,453.0,21
585.3636363636364,454.45454545454544,44
614.0,453.0,21
633.25,456.1666666666667,60
279.0566037735849,455.35849056603774,53
374.0,455.0,21
390.0,455.5,42
487.0,455.0,21
507.0,455.0,21
555.030303030303,455.57575757575756,33
574.5,455.0,38
29.02127659574468,458.59574468085106,47
82.38356164383562,460.73972602739724,73
167.0,457.17391304347825,23
265.0,456.0,21
312.0,456.0,21
367.0,457.0,21
418.0,457.0,21
56.0,459.0,41
100.0,459.0,21
333.0,458.0,21
401.5,460.0,40
443.0,460.5,42
496.5,460.5,36
524.6483516483516,460.4835164835165,91
541.25,465.0,84
548.0,461.5,42
93.0,460.0,21
179.0,460.0,21
203.0,460.0,21
257.5,460.0,26
431.0,461.5,42
480.0,461.5,26
15.375838926174497,468.23489932885906,149
39.0,463.0,21
157.0,463.0,21
216.61363636363637,463.59090909090907,44
247.5,464.0,42
411.6181818181818,465.1454545454545,55
561.1428571428571,463.85714285714283,49
590.1698113207547,465.4339622641509,53
49.5,464.5,36
113.0,465.0,21
121.0,465.0,21
209.0,464.0,21
269.0,465.0,21
303.0,464.0,21
334.33870967741933,464.4193548387097,62
357.86046511627904,465.90697674418607,43
465.5,467.0,40
473.0,465.0,21
488.90697674418607,465.4186046511628,43
190.0,467.5,38
280.09090909090907,465.90909090909093,22
319.0,467.0,21
348.25373134328356,470.7164179104478,67
368.0,467.0,21
511.5,468.0,38
32.0,468.0,21
67.0,469.5,42
134.0,468.0,21
151.61111111111111,472.55555555555554,54
161.9090909090909,468.09090909090907,22
255.0,468.0,21
313.5,470.5,42
427.5,469.0,26
456.0,469.0,21
96.52631578947368,473.4736842105263,57
172.0,470.0,21
208.94117647058823,471.27450980392155,51
225.78823529411764,472.0235294117647,85
240.125,471.55,40
292.0,473.5,78
299.0,470.0,21
373.0,471.0,21
387.0,471.0,21
475.0,473.5,42
596.5,472.0,32
614.8427672955975,473.6981132075472,159
125.0,472.5,26
144.0,472.0,21
339.0,472.0,21
435.0,473.0,21
576.0,472.0,21
398.0,474.0,21
36.0,476.0,21
46.0,476.5,40
76.0,476.0,21
84.0,476.0,21
106.0,476.0,21
392.3333333333333,477.2083333333333,24
500.0,476.0,21
510.0,476.0,21
533.0,477.0,21
549.0,476.0,21
7.0,477.6666666666667,18
133.0,478.15384615384613,13
158.0,477.6666666666667,18
174.0,478.15384615384613,13
213.0,478.15384615384613,13
340.0,478.15384615384613,13
384.0,478.15384615384613,13
417.0,478.15384615384613,13
425.1875,478.0625,16
573.0,478.15384615384613,13
