truth_idx,truth_x,truth_y,det_idx,det_x,det_y,dist
2294,40.546,0.078,0,41.000,0.846,0.892
2371,93.344,1.453,1,93.000,1.333,0.365
2407,118.890,0.594,2,119.069,2.534,1.948
2512,190.266,2.616,3,191.976,2.381,1.726
2536,207.043,1.726,4,208.522,2.304,1.588
2668,302.761,1.832,5,303.000,2.000,0.292
2683,313.842,1.001,6,314.000,1.333,0.368
2700,323.674,1.426,7,324.000,1.333,0.339
2744,350.399,1.311,8,350.000,1.333,0.400
187,378.355,1.489,9,378.000,1.333,0.388
2822,410.909,0.835,10,411.000,1.333,0.507
2856,435.622,2.634,11,434.655,4.127,1.780
2876,456.089,0.351,12,456.000,0.846,0.503
2910,474.017,1.174,13,474.000,1.333,0.161
2969,514.380,2.824,14,514.000,3.000,0.419
2979,522.555,2.319,15,522.500,2.000,0.324
3003,535.893,4.942,16,538.500,3.500,2.979
3028,554.778,4.598,17,556.057,4.943,1.325
3044,572.413,1.633,18,574.000,2.500,1.809
3072,590.849,1.071,19,591.000,1.333,0.302
2308,56.856,4.530,20,54.500,5.000,2.403
155,63.894,4.210,21,64.000,4.000,0.235
2428,135.737,4.118,22,135.000,5.000,1.149
178,248.420,4.070,23,248.000,4.000,0.426
2616,261.528,3.577,24,262.000,4.000,0.634
2635,276.416,10.358,25,274.639,9.590,1.936
2819,406.358,5.004,26,406.000,5.000,0.358
3073,586.462,4.998,27,586.000,5.000,0.462
3090,597.617,3.778,28,598.000,4.000,0.443
2269,26.199,6.723,29,26.000,7.000,0.341
2315,70.812,10.244,30,70.659,8.227,2.023
2392,113.759,9.233,31,112.816,8.961,0.982
2772,370.908,9.948,32,371.036,9.527,0.440
196,456.417,14.889,33,456.037,14.168,0.814
3118,612.375,6.194,34,612.000,6.000,0.422
3141,626.689,9.179,35,628.759,9.776,2.154
2249,16.695,7.633,36,17.000,8.000,0.477
2332,80.344,12.074,37,80.500,10.500,1.582
2448,149.200,8.360,38,149.000,8.000,0.412
2505,189.783,8.925,39,190.000,9.000,0.230
2575,237.000,13.387,40,235.500,10.500,3.254
2677,310.766,14.329,41,311.145,12.400,1.966
2713,332.938,8.040,42,333.812,8.422,0.954
2790,383.729,8.450,43,384.000,8.000,0.526
2833,414.432,10.608,44,413.600,10.143,0.953
2839,420.193,8.165,45,420.000,8.000,0.254
2903,465.523,8.199,46,467.322,9.695,2.340
200,497.781,7.756,47,498.000,8.000,0.328
3092,593.800,8.843,48,594.000,9.000,0.254
2473,168.306,13.726,49,168.500,12.500,1.242
2620,267.335,10.110,50,267.000,10.000,0.352
2931,487.065,11.087,51,487.000,11.000,0.108
3074,576.139,14.292,52,574.500,12.500,2.428
2273,36.531,11.597,53,37.000,12.000,0.619
159,104.114,13.479,54,104.000,13.000,0.493
2487,175.892,11.794,55,176.000,12.000,0.233
2600,254.763,12.326,56,255.000,12.000,0.403
2639,280.107,18.016,57,281.160,16.140,2.152
2663,299.504,12.314,58,299.000,13.000,0.851
2965,504.486,13.031,59,504.000,13.000,0.487
2298,62.603,18.236,60,63.386,18.053,0.804
2342,95.573,21.951,61,94.885,22.760,1.062
2447,152.772,14.788,62,153.667,16.444,1.883
2531,210.523,14.196,63,209.500,16.500,2.521
2738,344.892,22.849,64,345.276,21.086,1.804
2223,18.882,18.547,65,19.481,19.962,1.536
2419,140.878,16.817,66,142.017,18.695,2.196
2495,188.624,17.961,67,189.010,18.471,0.639
2550,222.794,16.461,68,223.500,17.000,0.888
2762,365.514,17.347,69,366.000,17.000,0.597
2858,429.202,18.631,70,431.000,17.500,2.124
201,491.526,16.060,71,491.500,16.000,0.065
2980,510.827,16.653,72,511.000,17.000,0.388
3014,526.800,23.479,73,526.842,21.752,1.727
3131,609.108,17.205,74,606.500,17.500,2.625
2203,4.295,17.877,75,4.000,18.000,0.320
2272,44.764,18.938,76,44.690,19.379,0.448
2479,173.470,17.760,77,174.000,18.000,0.582
2667,303.521,18.794,78,304.000,19.000,0.522
2792,381.220,20.905,79,378.639,21.049,2.584
2813,394.827,20.898,80,397.000,19.500,2.584
2209,9.534,19.617,81,10.000,20.000,0.603
2239,29.912,20.349,82,30.000,20.174,0.196
2568,238.332,27.438,83,236.510,25.146,2.928
2579,243.524,21.374,84,244.000,21.000,0.606
2883,448.118,21.551,85,449.229,23.443,2.194
3076,567.489,24.063,86,569.000,22.500,2.174
3111,586.470,23.267,87,584.873,22.382,1.826
3146,613.549,21.356,88,614.000,21.000,0.575
2381,119.896,25.522,89,118.000,24.500,2.154
2395,126.066,22.542,90,126.000,23.000,0.462
2541,219.274,22.885,91,218.889,22.889,0.385
2692,319.582,25.284,92,321.698,26.802,2.604
3035,539.519,26.568,93,540.523,24.477,2.319
3120,594.294,22.575,94,594.000,23.000,0.517
164,168.023,24.563,95,168.000,25.000,0.437
2614,265.882,24.707,96,266.000,25.000,0.316
2628,276.876,23.884,97,277.000,24.000,0.170
2751,355.174,24.290,98,355.000,24.000,0.338
2972,497.013,25.544,99,495.731,24.596,1.595
2984,506.695,23.767,100,507.000,24.000,0.384
3135,598.802,28.301,101,598.951,28.738,0.461
3174,628.828,26.394,102,630.987,26.640,2.173
2228,33.572,27.324,103,34.000,27.000,0.537
2300,78.417,29.741,104,77.536,30.406,1.103
2439,158.136,26.331,105,157.826,26.000,0.453
2470,177.731,29.659,106,175.615,29.046,2.203
168,193.027,28.907,107,191.000,28.000,2.221
2549,226.865,26.503,108,227.000,27.000,0.515
2869,431.938,27.389,109,432.000,27.000,0.394
2954,486.927,26.095,110,486.500,27.000,1.000
3059,549.882,29.581,111,551.000,28.500,1.555
2279,58.775,28.574,112,59.000,29.000,0.482
161,137.889,28.848,113,138.000,29.000,0.188
2652,291.214,27.985,114,291.000,28.000,0.215
2805,387.696,29.040,115,388.000,29.000,0.307
2378,124.773,31.310,116,124.500,33.000,1.712
2401,142.992,33.956,117,144.411,34.000,1.419
2504,202.269,32.720,118,203.500,32.000,1.426
2588,252.852,32.830,119,252.000,31.500,1.579
189,381.921,36.704,120,382.507,35.699,1.163
2837,409.608,30.415,121,410.000,30.000,0.571
2920,461.413,29.794,122,461.000,30.000,0.462
2970,492.084,31.200,123,492.000,31.000,0.217
2210,28.317,32.471,124,28.000,32.000,0.568
2440,162.364,31.635,125,162.000,32.000,0.515
180,281.737,33.181,126,280.864,35.034,2.048
2761,361.898,32.370,127,362.500,34.500,2.214
2951,478.318,34.242,128,478.500,33.500,0.764
206,513.319,31.607,129,513.000,32.000,0.507
3080,559.135,31.760,130,559.586,33.862,2.150
2182,8.018,33.963,131,6.500,36.000,2.540
2213,33.609,34.503,132,34.000,35.000,0.633
2254,56.078,35.750,133,55.000,37.880,2.387
2387,134.006,34.977,134,134.000,35.000,0.024
170,217.681,33.740,135,217.951,36.037,2.313
2729,338.235,35.369,136,336.000,35.050,2.258
2820,396.444,34.642,137,397.984,35.937,2.012
3132,588.758,34.797,138,589.000,35.000,0.316
2189,17.189,35.934,139,17.000,36.000,0.200
2413,155.107,38.621,140,154.000,37.500,1.576
2458,176.468,36.861,141,176.000,37.000,0.488
2651,292.236,35.799,142,292.000,36.000,0.310
2665,304.129,36.102,143,304.000,36.000,0.165
2745,346.242,36.097,144,346.091,36.091,0.151
2900,444.275,40.501,145,442.971,41.058,1.418
3054,535.024,40.876,146,534.286,40.888,0.739
3192,632.155,36.949,147,632.000,37.000,0.163
2339,110.448,38.113,148,110.000,40.500,2.429
2345,117.956,41.650,149,117.500,40.500,1.237
2490,193.709,37.910,150,193.909,38.091,0.269
2605,264.305,38.534,151,265.064,39.809,1.483
2779,369.566,39.274,152,370.000,39.000,0.513
2173,19.642,46.633,153,21.213,46.040,1.679
2202,38.863,43.225,154,41.500,41.500,3.151
2252,62.392,41.184,155,62.000,41.000,0.433
2311,98.112,40.900,156,98.548,41.419,0.678
2514,212.229,40.715,157,212.000,41.000,0.366
2537,225.604,40.799,158,226.000,41.000,0.444
2569,243.378,40.092,159,242.721,42.049,2.065
2855,416.412,41.713,160,415.500,42.411,1.148
2943,468.786,42.997,161,469.000,41.500,1.512
2297,91.371,43.223,162,91.000,43.000,0.433
2469,186.333,42.656,163,186.000,43.000,0.479
2585,255.153,42.315,164,256.000,44.500,2.343
2657,297.661,42.274,165,298.000,42.000,0.436
2695,320.150,45.638,166,322.000,44.500,2.172
2717,332.771,42.481,167,333.000,42.000,0.533
2397,148.665,43.853,168,149.000,44.000,0.365
2432,169.337,44.716,169,169.000,45.000,0.441
2542,230.937,45.200,170,231.500,47.500,2.368
2664,304.597,44.227,171,305.000,44.000,0.463
2836,401.409,45.464,172,401.000,45.000,0.619
3110,559.662,44.973,173,559.909,45.091,0.274
3170,599.562,45.158,174,601.333,46.044,1.981
3210,633.604,44.512,175,634.000,45.000,0.629
2261,72.732,46.756,176,73.000,47.000,0.363
2357,130.958,48.503,177,129.534,47.959,1.524
2655,296.130,49.323,178,294.354,49.537,1.789
2781,367.167,50.821,179,368.016,50.540,0.894
2798,377.392,49.742,180,378.154,50.431,1.027
3095,550.527,46.189,181,551.000,46.000,0.509
3142,578.548,45.569,182,579.000,46.000,0.625
2445,184.003,57.164,183,181.863,57.667,2.199
2560,242.660,51.559,184,241.000,50.000,2.278
2829,395.360,48.828,185,395.000,49.000,0.399
2846,407.022,48.411,186,407.000,48.000,0.411
2930,455.724,53.028,187,457.365,52.111,1.880
2986,486.906,48.389,188,487.000,48.000,0.400
3042,522.031,48.299,189,520.500,48.500,1.544
214,571.171,54.430,190,573.736,53.651,2.681
3178,594.885,53.082,191,591.400,53.600,3.524
2276,86.116,51.262,192,86.000,51.000,0.287
2434,173.498,49.801,193,174.500,50.500,1.222
2491,202.165,50.184,194,202.000,50.000,0.248
2815,386.360,50.955,195,386.000,51.000,0.362
2895,436.582,49.903,196,437.000,50.000,0.429
2963,473.261,50.611,197,473.000,51.000,0.468
2143,4.449,53.478,198,6.185,54.296,1.919
2208,60.079,55.682,199,60.933,55.233,0.965
2237,76.435,57.250,200,77.128,57.605,0.779
152,105.005,53.306,201,105.000,53.000,0.306
2309,111.814,53.288,202,112.000,53.000,0.343
2391,156.164,57.381,203,154.270,57.610,1.908
2710,327.852,59.928,204,327.641,57.750,2.188
2857,412.221,52.806,205,414.000,53.050,1.796
2884,430.721,52.859,206,431.000,53.000,0.312
3012,496.817,52.987,207,497.000,53.000,0.183
3037,510.054,57.097,208,509.000,54.500,2.803
3114,552.227,52.630,209,552.000,53.000,0.435
2321,124.769,58.307,210,122.667,58.667,2.133
2546,236.735,54.820,211,237.000,55.000,0.320
2601,267.360,55.197,212,267.000,55.000,0.410
3082,524.947,62.554,213,527.530,62.060,2.630
3218,618.677,56.686,214,618.240,57.067,0.579
2174,34.762,56.129,215,35.000,56.000,0.271
2485,201.996,55.888,216,202.000,56.000,0.112
2580,257.928,56.797,217,258.000,57.000,0.215
2770,359.211,60.871,218,358.200,60.813,1.013
3013,491.076,59.916,219,493.390,59.831,2.315
3246,638.428,57.385,220,637.667,57.000,0.853
2355,139.786,59.208,221,140.000,59.000,0.298
163,189.924,58.341,222,191.000,60.000,1.978
2617,275.356,58.089,223,275.000,58.000,0.367
2637,285.912,57.782,224,286.000,58.000,0.235
2861,408.093,64.026,225,406.802,64.277,1.316
2916,439.826,57.794,226,440.000,58.000,0.270
3117,543.225,60.974,227,544.250,61.125,1.036
3241,632.058,58.472,228,632.000,58.000,0.476
2159,40.111,66.898,229,41.203,65.764,1.575
2259,90.005,60.575,230,90.000,61.000,0.425
2299,112.419,60.232,231,111.448,60.414,0.988
2500,216.500,61.015,232,216.000,61.000,0.500
2749,348.269,60.939,233,348.000,61.000,0.276
2928,447.094,61.359,234,447.000,61.000,0.371
2940,454.292,61.166,235,454.000,61.000,0.336
2985,474.398,61.338,236,474.000,61.000,0.522
3214,608.410,61.421,237,608.000,61.000,0.588
3237,624.430,61.375,238,624.000,61.000,0.571
2135,15.079,66.936,239,13.833,65.931,1.601
2532,235.954,65.791,240,238.172,64.938,2.376
2567,250.180,62.579,241,250.000,63.000,0.458
2598,269.077,63.142,242,269.000,63.000,0.161
2621,279.910,62.210,243,280.000,62.000,0.228
2255,94.734,65.548,244,93.935,67.677,2.274
2654,297.710,65.310,245,298.000,65.000,0.424
2679,313.858,65.073,246,312.500,67.500,2.781
2911,433.619,64.660,247,434.000,65.000,0.511
2964,460.249,66.825,248,461.188,66.854,0.939
2179,56.340,66.774,249,58.500,67.500,2.279
2185,67.658,72.206,250,68.500,69.500,2.834
2398,169.233,67.381,251,169.000,67.000,0.446
2465,202.990,68.105,252,201.000,67.500,2.080
2503,221.899,69.032,253,222.563,70.282,1.415
2611,274.976,65.851,254,275.000,66.000,0.151
2995,476.215,66.855,255,476.000,67.305,0.499
3041,501.751,66.749,256,502.000,67.000,0.353
3069,509.477,70.890,257,511.000,69.000,2.427
3182,576.442,67.118,258,577.500,69.000,2.159
3197,589.136,66.912,259,589.000,67.000,0.161
3204,594.744,66.326,260,595.000,66.000,0.414
3243,618.583,67.390,261,620.500,68.500,2.215
2112,3.832,69.930,262,3.841,69.864,0.067
2326,137.953,68.654,263,138.000,69.000,0.349
2344,149.542,73.014,264,149.959,73.784,0.875
2718,331.326,69.176,265,331.000,69.000,0.371
2811,376.429,74.029,266,376.219,74.886,0.883
208,485.904,69.255,267,486.000,69.000,0.272
2426,186.824,70.415,268,187.000,70.000,0.451
2551,246.001,69.659,269,246.000,70.000,0.341
2592,269.182,71.007,270,269.000,71.000,0.182
2756,351.507,70.988,271,352.000,71.000,0.493
2823,384.663,70.951,272,384.500,72.500,1.558
199,440.748,71.479,273,441.500,72.500,1.268
3268,634.115,71.413,274,635.000,73.000,1.817
2195,76.014,72.749,275,76.000,73.000,0.251
2285,118.124,72.658,276,118.000,73.000,0.363
2368,160.442,73.190,277,160.725,74.300,1.145
2450,198.567,73.370,278,196.512,74.023,2.157
2787,364.163,71.605,279,364.000,72.000,0.427
2848,396.672,74.176,280,396.000,73.000,1.354
2914,429.423,71.947,281,427.542,72.966,2.138
3159,552.602,72.976,282,553.000,73.000,0.399
3202,584.799,72.452,283,585.000,72.000,0.495
147,56.557,74.840,284,57.000,75.000,0.471
2201,88.631,78.259,285,88.542,77.861,0.408
2242,103.562,75.178,286,104.059,76.745,1.644
2267,111.597,74.754,287,112.000,75.000,0.472
2522,234.103,74.938,288,234.000,75.000,0.120
177,261.988,74.563,289,262.000,75.000,0.437
2687,317.631,73.642,290,318.000,74.000,0.514
3144,542.639,73.602,291,543.000,74.000,0.537
2303,134.148,77.180,292,134.000,77.000,0.233
2607,276.139,75.682,293,276.000,76.000,0.347
2673,311.253,76.980,294,311.000,77.000,0.253
193,389.840,77.151,295,390.000,79.283,2.137
197,420.402,80.119,296,421.032,78.339,1.889
3026,479.148,80.107,297,479.269,78.731,1.382
3232,595.678,77.372,298,595.370,78.685,1.349
3252,608.360,77.029,299,609.500,79.500,2.722
2130,34.675,81.438,300,34.000,80.000,1.589
2386,172.328,78.398,301,174.000,78.000,1.719
2730,333.973,83.511,302,333.922,83.484,0.057
204,450.950,78.652,303,451.000,79.000,0.351
3077,501.487,81.671,304,498.622,80.089,3.272
3269,620.120,79.155,305,620.000,79.000,0.196
2157,61.264,80.879,306,62.030,80.576,0.824
2170,69.209,81.218,307,68.500,82.500,1.465
2186,80.486,80.707,308,80.091,81.091,0.551
2431,197.109,80.998,309,195.659,81.878,1.696
2454,204.537,79.891,310,205.000,80.000,0.476
2477,214.312,80.365,311,214.000,81.000,0.708
2877,410.719,80.616,312,409.500,81.000,1.278
2993,462.738,80.925,313,463.000,81.000,0.272
2098,13.390,83.372,314,12.500,84.500,1.437
2584,266.973,81.590,315,266.826,82.000,0.436
2622,285.041,82.764,316,284.438,83.328,0.826
2660,304.124,82.094,317,304.000,82.000,0.155
2688,317.849,82.500,318,318.000,82.000,0.522
2863,400.248,82.631,319,400.000,83.000,0.445
2945,438.145,84.618,320,440.000,84.000,1.955
3096,507.551,82.366,321,508.000,82.000,0.580
3157,537.779,82.001,322,538.000,82.000,0.221
3184,547.847,86.813,323,547.000,85.000,2.001
3190,559.921,81.932,324,560.000,82.000,0.104
3295,636.024,86.374,325,636.824,84.471,2.064
2250,121.244,87.633,326,123.500,86.500,2.524
2312,148.112,85.419,327,148.054,86.405,0.989
2508,233.661,84.722,328,232.857,86.696,2.132
2529,245.517,87.734,329,247.979,88.819,2.690
2675,312.423,88.777,330,311.375,87.750,1.467
2793,362.461,89.793,331,360.476,88.256,2.511
3063,492.543,83.907,332,493.000,84.000,0.466
3130,521.317,83.985,333,521.500,84.000,0.184
3206,567.968,83.556,334,568.000,84.000,0.445
3253,585.433,90.012,335,585.000,87.500,2.549
2087,5.078,85.783,336,5.000,86.000,0.231
2382,181.309,90.616,337,181.224,92.017,1.404
2436,201.803,86.105,338,202.000,86.000,0.224
2645,294.741,86.973,339,295.393,89.016,2.145
2881,409.184,87.078,340,409.000,87.000,0.200
2975,448.275,86.750,341,448.000,87.000,0.372
2991,455.908,88.378,342,456.279,89.049,0.767
3057,486.492,86.844,343,486.000,87.000,0.516
3254,591.741,86.539,344,592.000,87.000,0.528
3287,627.367,85.505,345,627.000,86.000,0.617
148,102.177,88.383,346,103.043,90.609,2.388
2322,161.010,91.621,347,162.017,90.305,1.657
2467,217.629,89.115,348,218.000,89.000,0.388
2577,265.848,89.265,349,266.000,89.000,0.306
2698,321.650,87.771,350,322.000,88.000,0.418
2902,415.365,88.038,351,415.000,88.000,0.367
215,531.778,87.702,352,532.000,88.000,0.372
3175,539.841,88.164,353,539.909,87.909,0.264
2176,90.563,90.766,354,91.000,91.000,0.496
2593,275.024,89.606,355,275.000,90.000,0.395
2755,346.544,93.589,356,349.000,92.500,2.687
2957,437.759,91.016,357,435.778,91.244,1.994
3233,574.829,89.854,358,573.500,90.000,1.337
221,623.253,91.137,359,624.500,91.500,1.299
141,18.903,91.715,360,19.000,92.000,0.301
2104,34.157,91.718,361,34.000,92.000,0.323
2103,47.082,98.616,362,46.703,97.538,1.143
2281,141.159,93.160,363,141.500,94.500,1.383
2613,282.818,92.995,364,283.000,93.000,0.182
2711,326.561,92.235,365,326.500,94.000,1.766
3018,461.145,94.604,366,461.667,95.667,1.183
2152,80.681,94.298,367,82.462,95.051,1.934
2230,125.116,94.844,368,126.024,95.381,1.055
2441,209.876,94.243,369,210.000,94.000,0.272
2870,397.560,95.037,370,398.000,95.000,0.442
2976,444.061,93.921,371,444.000,94.000,0.100
3145,514.005,95.278,372,514.000,96.500,1.222
3228,563.734,94.576,373,564.000,95.000,0.501
2075,20.379,98.103,374,18.878,98.582,1.576
2410,199.343,95.524,375,199.000,96.000,0.587
2554,258.445,96.704,376,258.000,97.000,0.535
2927,421.724,96.348,377,422.000,96.000,0.444
2942,428.557,96.255,378,428.500,96.000,0.261
3224,556.938,96.474,379,557.000,96.000,0.478
3258,577.552,95.856,380,578.000,96.000,0.471
3324,639.261,96.642,381,638.154,97.000,1.163
2125,64.409,99.264,382,66.250,100.604,2.277
2169,96.870,99.419,383,97.000,99.000,0.439
2453,218.004,99.441,384,218.500,101.000,1.636
167,233.966,98.388,385,234.000,98.000,0.390
2689,318.607,98.349,386,318.500,100.500,2.154
2732,333.707,101.833,387,334.500,100.000,1.998
2828,375.392,99.061,388,375.000,99.000,0.397
2973,436.582,98.964,389,434.500,100.500,2.587
3119,488.238,106.485,390,485.374,106.017,2.902
3317,611.383,105.983,391,611.719,105.956,0.338
3315,626.630,98.091,392,627.000,98.000,0.381
2868,390.367,106.331,393,391.086,104.329,2.127
2899,406.062,101.286,394,406.000,101.000,0.292
2915,411.862,100.243,395,412.000,100.000,0.279
3223,549.292,100.650,396,549.000,101.000,0.455
2086,39.683,103.157,397,40.000,103.000,0.354
2134,76.606,102.073,398,77.000,102.000,0.400
2268,154.316,108.475,399,152.543,110.278,2.528
2526,250.650,102.014,400,251.000,102.000,0.350
2558,262.525,102.442,401,263.000,102.000,0.649
2599,280.827,103.488,402,281.000,103.000,0.518
2638,295.094,102.721,403,295.000,103.000,0.294
2716,328.456,102.376,404,328.000,102.000,0.591
2997,444.804,102.738,405,445.000,103.000,0.327
3187,527.385,102.590,406,527.317,105.367,2.777
3213,539.296,104.040,407,539.000,103.000,1.082
3263,569.924,103.379,408,570.000,103.000,0.387
3279,584.121,104.738,409,584.979,104.021,1.118
2076,33.294,103.773,410,33.000,104.000,0.372
2161,101.240,104.197,411,99.500,105.500,2.173
2482,232.860,105.398,412,232.500,106.000,0.702
2583,275.019,105.772,413,274.500,105.500,0.586
2783,354.578,106.700,414,351.954,106.662,2.624
3083,473.998,107.467,415,473.115,106.500,1.309
2052,17.739,108.256,416,17.448,107.586,0.730
2190,123.264,107.250,417,123.000,107.000,0.364
2331,179.556,106.584,418,178.500,107.500,1.398
3047,457.360,110.595,419,456.167,110.489,1.199
3255,554.243,108.085,420,553.533,107.533,0.899
142,58.762,109.102,421,59.000,109.000,0.259
2131,83.708,108.318,422,83.500,109.000,0.713
2191,133.824,113.899,423,135.311,111.951,2.451
2415,212.669,107.795,424,212.140,109.907,2.177
2705,323.795,107.852,425,323.909,108.091,0.265
2754,342.850,109.099,426,343.000,109.000,0.180
2926,412.201,109.209,427,412.000,109.000,0.290
2960,424.774,109.182,428,423.488,111.488,2.641
3103,480.739,107.773,429,481.000,108.000,0.346
2150,104.062,110.200,430,104.500,112.000,1.853
2346,188.168,110.508,431,188.000,111.000,0.520
2435,221.146,111.352,432,221.000,111.000,0.381
2591,281.449,114.502,433,281.500,112.500,2.003
2633,295.258,110.501,434,296.000,110.500,0.742
2808,362.261,110.292,435,363.000,110.000,0.795
3166,501.734,111.487,436,502.000,111.000,0.555
3249,547.275,111.253,437,547.000,111.000,0.374
3283,576.490,109.991,438,576.000,110.000,0.490
2064,43.335,112.162,439,42.642,115.654,3.561
2464,233.430,112.906,440,233.000,113.000,0.440
2555,266.386,114.378,441,266.171,115.667,1.306
2678,315.627,116.898,442,316.000,115.000,1.934
2840,375.448,112.103,443,375.000,112.000,0.460
2906,400.772,112.699,444,401.000,113.000,0.378
3188,513.286,112.160,445,513.000,112.000,0.328
3216,525.349,113.378,446,525.000,113.000,0.514
3282,558.859,118.385,447,558.869,120.579,2.194
3303,582.263,115.965,448,583.651,115.867,1.391
2027,5.760,114.991,449,5.909,114.909,0.170
2036,22.244,117.111,450,22.633,117.459,0.522
2647,300.548,114.627,451,301.000,115.000,0.586
2769,347.132,115.399,452,347.000,115.000,0.420
3122,473.658,118.418,453,471.671,117.507,2.186
3355,636.453,113.518,454,636.000,114.000,0.662
2284,170.009,115.715,455,170.000,116.000,0.285
2814,362.247,117.326,456,362.000,117.000,0.409
2827,368.541,116.034,457,369.000,116.000,0.461
2934,404.451,124.886,458,404.812,126.077,1.245
3016,438.932,115.755,459,439.000,116.000,0.254
3251,537.827,116.815,460,538.500,118.000,1.363
3290,568.170,116.997,461,568.000,117.000,0.170
2085,67.418,118.488,462,67.000,119.500,1.095
2113,108.578,125.870,463,109.910,125.651,1.350
2329,195.588,122.659,464,194.000,121.000,2.296
